artist_id,credits,vocals,site,arranged_by_cnt,lyrics_by_cnt,music_by_cnt
https://www.discogs.com/artist/151641-Traditional,60413,5,--,0,2,2
https://www.discogs.com/artist/95546-Wolfgang-Amadeus-Mozart,20375,0,http://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart ; http://www.famouscomposers.net/wolfgang-amadeus-mozart ; https://www.bookogs.com/credit/151127-wolfgang-amadeus-mozart ; https://www.filmo.gs/credit/98738-wolfgang-amadeus-mozart,0,0,0
https://www.discogs.com/artist/95544-Ludwig-van-Beethoven,16899,0,http://en.wikipedia.org/wiki/Ludwig_van_Beethoven ; http://www.klassika.info/Komponisten/Beethoven/ ; https://www.bookogs.com/credit/151119-ludwig-van-beethoven,0,0,0
https://www.discogs.com/artist/320156-Folk,9358,1,--,0,2,3
https://www.discogs.com/artist/18956-Stevie-Wonder,6323,166,http://www.steviewonder.net/ ; http://www.facebook.com/StevieWonder ; http://myspace.com/steviewondermusic ; http://www.steviewonder-unofficial.com/ ; http://en.wikipedia.org/wiki/Stevie_Wonder ; http://www.imdb.com/name/nm0005567/ ; http://www.whosampled.com/Stevie-Wonder/ ; http://www.youtube.com/user/StevieWonderVEVO ; http://www.dailymotion.com/StevieWonder-vevo ; https://www.bookogs.com/credit/193789-stevie-wonder ; https://www.posterogs.com/subject/33419-stevie-wonder ; https://www.filmo.gs/credit/299877-stevie-wonder,0,0,0
https://www.discogs.com/artist/226461-Franz-Liszt,6281,0,http://www.klassika.info/Komponisten/Liszt/index.html ; http://en.wikipedia.org/wiki/Franz_Liszt ; https://www.bookogs.com/credit/272475-franz-liszt-2,0,0,0
https://www.discogs.com/artist/108566-Antonio-Vivaldi,6062,0,http://en.wikipedia.org/wiki/Antonio_Vivaldi ; http://www.musiqueorguequebec.ca/catal/vivaldi/viva.html,0,0,0
https://www.discogs.com/artist/271098-Bob-Ludwig,5400,0,http://www.gatewaymastering.com/ ; http://en.wikipedia.org/wiki/Bob_Ludwig,0,0,0
https://www.discogs.com/artist/342543-Georges-Bizet,5067,0,http://www.klassika.info/Komponisten/Bizet/index.html ; http://en.wikipedia.org/wiki/Georges_Bizet,0,0,0
https://www.discogs.com/artist/15900-Ennio-Morricone,4268,3,http://www.enniomorricone.it/ ; http://www.enniomorricone.org/ ; http://www.facebook.com/maestroenniomorricone ; http://twitter.com/MEnnioMorricone ; http://www.chimai.com/ ; http://myspace.com/enniomorricone ; http://en.wikipedia.org/wiki/Ennio_Morricone ; https://it.wikipedia.org/wiki/Ennio_Morricone ; http://www.imdb.com/name/nm0001553/ ; http://www.whosampled.com/Ennio-Morricone/ ; http://www.famouscomposers.net/ennio-morricone ; https://www.filmo.gs/credit/14385-ennio-morricone ; https://www.bookogs.com/credit/188812-ennio-morricone,0,0,1
https://www.discogs.com/artist/106474-Paul-Simon,4061,81,http://www.paulsimon.com/ ; http://en.wikipedia.org/wiki/Paul_Simon ; https://www.facebook.com/paulsimon ; https://www.bookogs.com/credit/122015-paul-simon ; https://www.filmo.gs/credit/20242-paul-simon ; https://www.posterogs.com/subject/33339-paul-simon,0,0,0
https://www.discogs.com/artist/258464-Billy-Strayhorn,3507,3,https://en.wikipedia.org/wiki/Billy_Strayhorn ; https://www.songhall.org/profile/Billy_Strayhorn ; https://www.bookogs.com/credit/470664-billy-strayhorn,0,0,0
https://www.discogs.com/artist/272899-Tom-Coyne,3237,0,http://sterling-sound.com/engineers/tom-coyne/ ; https://en.wikipedia.org/wiki/Tom_Coyne_(music_engineer),0,0,0
